"","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"94","child_breastfeed2","inscrio",NA,"radio","Se nāo, especificar quando é que parou de dar peito ao bebe:","0, Nunca deu | 1, Antes de completar 1er mês de vida | 2, Antes de completar 3 meses de vida | 3, Antes dos 6 meses de vida | 4, Entre os 6 e os 9 meses de vida | 5, Entre os 9 e os 12 meses de vida | 6, Não aplicável",NA,NA,NA,NA,NA,"[child_breastfeed] = '0' and [age] > 10",NA,NA,NA,NA,NA,NA
"95","child_breastfeed3","inscrio",NA,"checkbox","Assinalar os alimentos (e bebidas) que o bebe está a tomar regularmente (pelo menos 2 vezes/mes):
","1, Exclusivamente leite materno | 2, Outro leite | 3, água | 4, Cha o sumo | 5, vegetais | 6, fruta | 7, Doce (ou Açucar) | 8, Hervas tradicionais | 9, Arroz, chima | 10, Outos | 11, Não aplicável (Não tem criança)",NA,NA,NA,NA,NA,"[sex] = 0 and [age] > 10 and [child] = ""1""",NA,NA,NA,NA,NA,NA
"96","child_breastfeed3_other","inscrio",NA,"text","Especifique o outro",NA,NA,NA,NA,NA,NA,"[child_breastfeed3(10)] = '1'",NA,NA,NA,NA,NA,NA
"97","num_simbling","inscrio",NA,"text","Quantos irmão você tem? (irmão é definido como qualquer irmão de mãe ou de pai)",NA,NA,"number","0","30",NA,"[age]<18",NA,NA,NA,NA,NA,NA
"98","day1_meta_descriptive","dirio_de_contato_dia_1_metadata",NA,"descriptive","O questionário a seguir colherá dados de todos os contactos do dia 1 do diário.  Esta secção deverá ser respondida pelo participante depois de 2 dias de permanência com o diário.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","shadow_description_d1","dirio_de_contato_dia_1_metadata","Dia 1","descriptive","Sombra: Alguém que mantém registro em nome do participante. Para aqueles que não sabem ler e escrever, uma sombra é a pessoa que irá registrar os contatos dos participantes no diário de papel em nome do participante. Para crianças <10 anos, a sombra será alguém que passa o tempo ao longo do dia com a criança e é capaz de registrar com precisão os contatos da criança.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","shadow_d1","dirio_de_contato_dia_1_metadata",NA,"radio","Quem registrou os dados de contacto no diário de contacto?","0, O próprio participante | 1, A sombra (alguém que auxiliou)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","shadow_name_d1","dirio_de_contato_dia_1_metadata",NA,"text","Nome de sombra (alguém que auxiliou)",NA,NA,NA,NA,NA,NA,"[shadow_d1] = '1'",NA,NA,NA,NA,NA,NA
"102","shadow_gender_d1","dirio_de_contato_dia_1_metadata",NA,"radio","Se você precisar de alguém para ajudar, qual é o sexo daquela pessoa?","0, Feminino | 1, Masculino | 2, Mulher Transsexual | 3, Homem Transsexual | 4, Outro",NA,NA,NA,NA,NA,"[shadow_d1]=""1""","y",NA,NA,NA,NA,NA
"103","shadow_age_d1","dirio_de_contato_dia_1_metadata",NA,"text","Se sim, qual é a idade daquela pessoa?",NA,NA,NA,NA,NA,NA,"[shadow_d1]=""1""","y",NA,NA,NA,NA,NA
"104","shadow_gender_other_d1","dirio_de_contato_dia_1_metadata",NA,"text","Especifique outro",NA,NA,NA,NA,NA,NA,"[shadow_gender_d1] = '4'",NA,NA,NA,NA,NA,NA
"105","shadow_relationship_d1","dirio_de_contato_dia_1_metadata",NA,"radio","Se você precisar de alguém para ajudar, qual é a relação entre o participante e aquela pessoa?
","0, Esposa(o) | 1, Irmã/o | 2, Filho/a | 3, Mãe ou Pai | 4, Avó/ô | 5, Tio/ Tia | 6, Neto/a | 7, Sobrino/a | 8, Outro",NA,NA,NA,NA,NA,"[shadow_d1]=""1""","y",NA,NA,NA,NA,NA
"106","shadow_relationship_other_d1","dirio_de_contato_dia_1_metadata",NA,"text","Especifique outro",NA,NA,NA,NA,NA,NA,"[shadow_relationship_d1] = ""6""","y",NA,NA,NA,NA,NA
"107","interview_date_d1","dirio_de_contato_dia_1_metadata",NA,"text","Data da entrevista?",NA,"DD-MM-YYYY","date_dmy","2020-07-01","2021-12-31",NA,NA,"y",NA,NA,NA,NA,NA
"108","survey_date_d1","dirio_de_contato_dia_1_metadata",NA,"text","Qual foi a data do primeiro dia do diário de contato?",NA,"DD-MM-YYYY","date_dmy","2020-07-01","2021-12-31",NA,NA,"y",NA,NA,NA,NA,NA
"109","survey_day_d1","dirio_de_contato_dia_1_metadata",NA,"radio","Qual foi o dia da semana para o primeiro dia do diário de contato?","0, Segunda-feira | 1, Terça-feira | 2, Quarta-feira | 3, Quinta-feira | 4, Sexta-feira | 5, Sábado | 6, Domingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","aim_day1","dirio_de_contato_dia_1_metadata","Diario de contacto dia 1","radio","Esta informação é para o objetivo 1 ou objetivo 2?","0, Objetivo 1 | 1, Objetivo 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","hh_day1","dirio_de_contato_dia_1_metadata",NA,"radio","Você é o chefe do agregado?","0, Não | 1, Sim",NA,NA,NA,NA,NA,"[aim_day1] = '1'",NA,NA,NA,NA,NA,NA
"112","num_contact_aim1_d1","dirio_de_contato_dia_1_metadata",NA,"text","Com quantas pessoas entrou em contacto (físicas ou não físicas) no dia 1 de diario de contacto?",NA,"If answering for child, respond for child.","integer","0",NA,NA,"[hh_day1] = '1' or [aim_day1] = '0'","y",NA,NA,NA,NA,NA
"113","num_contact_nonhh_aim1_d1","dirio_de_contato_dia_1_metadata",NA,"text","Dos [num_contact_aim1_d1] que você contatou no dia 1 de diário de contato, quantas pessoas não são membros de agregado?",NA,NA,"integer","0",NA,NA,"[hh_day1] = '1' or [aim_day1] = '0'","y",NA,NA,NA,NA,NA
"114","num_contact_aim2_d1","dirio_de_contato_dia_1_metadata",NA,"text","Com quantas pessoas entrou em contacto (físicas ou não físicas) no dia 1 de diario de contacto?",NA,NA,NA,NA,NA,NA,"[hh_day1] = '0'",NA,NA,NA,NA,NA,NA
"115","num_contact_nonhh_aim2_d1","dirio_de_contato_dia_1_metadata",NA,"text","Dos [num_contact_aim2_d1] que você contatou no dia 1 de diário de contato, quantas pessoas não são membros de agregado?",NA,NA,NA,NA,NA,NA,"[hh_day1]=""0""",NA,NA,NA,NA,NA,NA
"116","contact_id_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][1]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 1","y",NA,NA,NA,NA,NA
"117","touch_contact_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_1]=""1""","y",NA,NA,NA,NA,NA
"118","where_contact_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de edifício?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_1]=""1""","y",NA,NA,NA,NA,NA
"119","location_contact_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_1]=""1""","y",NA,NA,NA,NA,NA
"120","location_contact_other_d1_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_1(12)]=""1""","y",NA,NA,NA,NA,NA
"121","contact_mask_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_1]=""1""","y",NA,NA,NA,NA,NA
"122","duration_contact_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_1]=""1""","y",NA,NA,NA,NA,NA
"123","frequency_contact_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_1]=""1""","y",NA,NA,NA,NA,NA
"124","known_contact_d1_hh_1","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_1]=""1""","y",NA,NA,NA,NA,NA
"125","contact_id_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][2]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 2","y",NA,NA,NA,NA,NA
"126","touch_contact_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_2]=""1""","y",NA,NA,NA,NA,NA
"127","where_contact_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_2]=""1""","y",NA,NA,NA,NA,NA
"128","location_contact_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_2]=""1""","y",NA,NA,NA,NA,NA
"129","location_contact_other_d1_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_2(12)]=""1""","y",NA,NA,NA,NA,NA
"130","contact_mask_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_2]=""1""","y",NA,NA,NA,NA,NA
"131","duration_contact_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_2]=""1""","y",NA,NA,NA,NA,NA
"132","frequency_contact_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_2]=""1""","y",NA,NA,NA,NA,NA
"133","known_contact_d1_hh_2","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_2]=""1""","y",NA,NA,NA,NA,NA
"134","contact_id_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][3]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 3","y",NA,NA,NA,NA,NA
"135","touch_contact_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_3]=""1""","y",NA,NA,NA,NA,NA
"136","where_contact_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_3]=""1""","y",NA,NA,NA,NA,NA
"137","location_contact_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_3]=""1""","y",NA,NA,NA,NA,NA
"138","location_contact_other_d1_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_3(12)]=""1""","y",NA,NA,NA,NA,NA
"139","contact_mask_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_3]=""1""","y",NA,NA,NA,NA,NA
"140","duration_contact_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_3]=""1""","y",NA,NA,NA,NA,NA
"141","frequency_contact_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_3]=""1""","y",NA,NA,NA,NA,NA
"142","known_contact_d1_hh_3","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_3]=""1""","y",NA,NA,NA,NA,NA
"143","contact_id_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][4]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 4","y",NA,NA,NA,NA,NA
"144","touch_contact_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_4]=""1""","y",NA,NA,NA,NA,NA
"145","where_contact_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_4]=""1""","y",NA,NA,NA,NA,NA
"146","location_contact_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_4]=""1""","y",NA,NA,NA,NA,NA
"147","location_contact_other_d1_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_4(12)]=""1""","y",NA,NA,NA,NA,NA
"148","contact_mask_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_4]=""1""","y",NA,NA,NA,NA,NA
"149","duration_contact_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_4]=""1""","y",NA,NA,NA,NA,NA
"150","frequency_contact_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_4]=""1""","y",NA,NA,NA,NA,NA
"151","known_contact_d1_hh_4","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_4]=""1""","y",NA,NA,NA,NA,NA
"152","contact_id_d1_hh_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][5]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 5","y",NA,NA,NA,NA,NA
"153","touch_contact_d1_hh_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_5]=""1""","y",NA,NA,NA,NA,NA
"154","where_contact_d1_hh_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_5]=""1""","y",NA,NA,NA,NA,NA
"155","location_contact_d1_hh_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_5]=""1""","y",NA,NA,NA,NA,NA
"156","location_contact_other_d1_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_5(12)]=""1""","y",NA,NA,NA,NA,NA
"157","contact_mask_d1_hh_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_5]=""1""","y",NA,NA,NA,NA,NA
"158","duration_contact_d1_hh_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_5]=""1""","y",NA,NA,NA,NA,NA
"159","frequency_contact_d1_hh_5","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_5]=""1""","y",NA,NA,NA,NA,NA
